Media Outlet,Publication URL,Region,Estimated Traffic,Estimated Views,Estimated Clicks,Publication Date,Feed Name,Source File,Estimated Traffic/Views/Clicks,Headline,pub_dayofweek,pub_hour,pub_month,pub_age_days,Predicted Estimated Clicks
Latin Press Release,https://news.google.com/rss/articles/CBMingFBVV95cUxORTJaTVUwcHdMRmgwQVhOenpETFFkMGpqLThqYjgybVJWbTZPVW9rQURNNGxGX045dFc5Z2FPeHJIcGtUMlVSbzdITUdWTUNwREtYNHo0Y1hkTTdVS2dxRm9LNGtVUlh0QWxjajY4T2g3UlNKalZnS1gxZzVac0xLQUVlNGpSVnRqeWtQd0ZxMVk1VHI4cUxzWTFBeE9jUQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,SLB Announces Third-Quarter 2025 Results - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMimgJBVV95cUxPeHc1WlhyR09EYUxGRFZTRlJ3Zkh5Ml82cjVELWNvelFLTUhNTElydEZXNkVXNGdFcm5lWk1jVWpFZ29SdXJWc2JyVFlhWlpvZmppNGdld3c1akh6MDB2VFM0djc4cG5NeHJiN3dzUTgtY1UxRnJUZEIzZ3ROdExvdXNjaFpYTXBfdHRaVkhPTGxCWm91U0xUdFIxUDhpOHlkMzM4VGo5UmlwUUtsRkFjaFFicFByYkpIQ2pCb2RkUjBGNDJBbGI0Q0pINlk3Q1VvbnFmeWdtV0s5dmxOUW9KanI4STI3MGtxSl92d2k5OGtFYmo2UlpvNDFQRXV2Qnc1SHhnUmt3bU5iT1hYcUVyb0VUUU1EUHNiQmc?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,"AI Infrastructure Partnership (AIP), MGX, and BlackRock’s Global Infrastructure Partners (GIP) to Acquire All Equity in Aligned Data Centers - Business Wire",,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMiowFBVV95cUxQQk0yQUlNMUk5WVFaaTNUMHlucXR6a2dlUHZtMzJRdFg2RGxFeHRuYXBtLUI5WmdZR0hod0RpbWxpRV9PTVFKRml3R2RLU25YRUlzYUw4OW5SdXR3ekhBUjVZcmx2aUZSNG5OWnFGRzFLalRKNHRMbVlxOHZ3em10NzZPb1IyMnlUeVVQRHZLTWI0SGVJRlhZdG1DRDktRTFmbllB?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Coca-Cola Reports Third Quarter 2025 Results - Business Wire,,,,,766.9603082135183
Latin Press Release,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNaHpiVkJzc0dOVXRWMmhQOTlNTHVBZzNWREVRLWlGeGJDeXlZT3Jvam9XOVR2SmlUaC1PUzBvV2pJV3RUSnNSbmZwaHpJTDFta0hWTWJtc2x6N2NQeVVKeHllNWJCdWhnaThpbWZjelJhVjRQV0t6ZWhGTksxQ2VlYWg1a3MzVjZyRUVib18xUVB1dXpjMVpoWG9neVdxT1RHRjBxYkhFOXI?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Latin America,,,,,Latin Press Release,latinpress_2025-10-22.csv,,Halliburton Announces Third Quarter 2025 Results - Business Wire,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE5LaGxmb3EwSTgzdVk0UDVibG92ZXpRZFQ4a3UzUXk2VjV1bmRkSFg4OU5VbHV1bmlla0hoYU1jbTVlOGhfenR5bTBmclNYbThrZUJDaE1iQ1RVVDlQRDAwaF9UWnlhdXpoQkxzcDhKYw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"ABOUT KADOKAWA ASCII Research Laboratories, Inc. Based in Tokyo, Japan, the company is the executing agency for the INNO-vation - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5nSUpzYk1oMThrUFdjMVJCMnp0cjBvNEZmeVN2UmxMdVV3ZmJDSFoxSmhGQzB2Yks0TF9pdzhKczQ2MzR0eXhQaEJ0LUQycldwdExFdzJBaUNkWU0?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,Nitori Group Accelerating Store Openings in Asia: Launching Its First Store... - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBHYkR2RUV0WFA4UzQtTGFfZUhuOEs0UzFqT0o4Nl9OS2V6ekZLcERURkpGcGNEalQ1ME9DY2Z4UlB0UEZCTXRtRWFYbGhWUHZZZnJSUFBQcnc0bkk?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,The first collaboration products between the Japanese brand doublet × Colantotte - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE9wN3lDN1JTZ1lidjBWLUtpYmpWclRuRzZZU1VmRi1mR19mQUJEdFlDTG5wdG1sem94MTNlU3BQQXVsTWx4N2V6MU55Tk9OczJ1bGVNRjUxWF9peXVJeWc4REtNblRhNTg5UVVZUkVWOA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"[Scheduled start of business] January 2021 [Description of business] Import/export forwarding and CFS services for ocean cargo, - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTFBnZVNueWNUb2pUdzB3ZWIzMjJKak9tT3RrWG1MT2FmNlNlYmE3RUJIeGZGbFBieU9JVkZRSUJ4eTh6OFRhVEFkbnViRjY2ZWpXLW92RV93SkN0QklUNWNYZDY3dTgwYWhmeXBzS1NyZw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,[Details of transport trials in Malaysia] Route: Kuala Lumpur (SGW) ⇔ Padang Besar (PDB) Schedule: (Outbound) Departure from S - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE11cmo5U1BpVVRCa01ISkh2TDJ6VDdQc1lMdnVrQ0JGM3VJVjM5VGV6QzAyRDlPZTNPSVFGZHMzNU8zcWN6X0RaaFBqQVFVOXBjNHF3ZXJTem5RM05qeVVuODhQa1dqejRtNFA5OEJxNA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,hololive production hololive production is a VTuber agency which consists of talent groups such as “hololive” (female VTuber - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE1EZDVxM2UxTWp5bjF1U05XOUJJYkJoMVVjVG10NTJvYV96a2oyTUtzOS1iQ3JUWTU4X1pOUHlVWFItMWNtT3Nxc1BaTC1Ua2p0TkFKV1NfSGNvR0dsN3VTclFTc3J6YnlELXdvUE1VOA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"Company Profile of Toray Carbon Magic Co., Ltd. Establishment April, 2013 Representative CEO, Representative Director and Presid - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE9PQ3g5OW9ySlE5UVNpaGMzU2NncHB5MHcxTmF6cGVpaFJXNXp3bjlFN2htYUZtWVBDSkthZFdnVVpQZ3I1Ylk3a0IzazlvZ0NPOG9fSXpEaVVEaXlFTkUwaHBmOG9BQ1VNSThPUnVfTQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"1. Award granted by KMUTT for our collaborative research initiative In 2022, we were granted an award by King Mongkut’s Univer - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE5zTVhMUEJOcmc5d05hemItQ24tSXd0RWdsOGdIbGlOUU9EekwtRWFpOW9pQi1Wb3h3dld6ZkNiZURWOWNhNHZ0SGpwS0ZCSUh3M2VRUWRFRFNZSTNXdmp0UC1LamtBYVg4MUxOQVJiaw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,MITSUKOSHI FRESH - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1vRTdSWkNRWDlFUE9nMnBBMjRtd2owYjdDRk9lUHZPaElQc2YxUUdUTDkyanZNQVpMZzMwZ1hrdzZvdFdwendKNjliLUhzZFMzaVo1a3NObHd1NzQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,Toyo University announces Global Innovation Ranking 2019 for 60 major countries - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTFB3X1BkWUxCSWg0MnFSelBjdXYzd1JnMS14bHVwaGQxTU1ZcGdIMXItZElYZGJxWnBRa055ZDdLd1dVQlBRQ2dIcjdBaUp0Ri1nNFF6VGUyTldCeUd2Ui1kZk5xaHhINzROTEFYaWRZOA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"Research outline (i) Discovery that two types of medulla exist: black medulla and white medulla Firstly, we made longitudinal ha - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE1paFJ4ZVBqNU1QU0s4Y25DNWQwX3JLMXFZTm9aZWgtQ3M3VTJBUHhwemwxRURTaTQwcGNiRUFkUThRSVpmenFaRWRuX0x0d01hVS15cEg2anJ4bk5MSU11YTk4b3RlZ3dTenF1amQtaw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,SKYTREE Enjoy Pack - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE9Hb1FrYk9vUFByVW5ONHkzN25uUGtpdGUxaEJxUVlWcHFEbXJ1SWl2WUpObENfa1ZwR0NWMkxieUduemdsd1c1Mmlycm95NVlidWRZMDJNZVlVZU96SVo4d2VfOUM4YUZuWnBLcTVhaw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"TsuruTonTan Midtown, NY/Storefront Assorted Nigiri Sushi & Sashimi Set Miso-Nikomi Udon Shochu cocktails - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE8wZ1dWbHFDOXF1WDZobFZ1clFGci1OZmduWnZrSk41aFFXVjY0X0daYTNrMU4tQ1BISWo2RUZDQzYxbTJmOV9rRkpVNElFd2pLMnNwYWYwem8wMk9QV3RWTC1vSEtYaHVWQ0JOSFA5MA?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"About Kirishima Shuzo Co., Ltd. – A Shochu Distiller Founded in 1916, Kirishima Shuzo has been Japan’s top-selling shochu di - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE5ySVBsTFpKenJuSjcxNXRqR2FGNkJ5cVJLanJLV2kzOGhDYWM2SjJGTkN0SDFnNG41THNEY0pWeWJubTlsNHh0MU1oUndJZm1pdjBWa2xTUnRYUDlQOUJzT0V5NzBfUzVtM290RUZOUQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,About Shiro Miura - 共同通信PRワイヤー,,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTFBtdFpjNEtPSlJPVFNyMUEtTEJLam5KWTdSd2p5aFV5Tmdabm9DUDloelo2b3ZTVTNGZHRPcnlNa09sbWEtdW5DLVVVYU16NHpjcUpiWlF3aFJ1UXRIMHFHQUlMTHpBS3dCUVFadkpMZw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"About the NX Group: The NX Group is a world-leading logistics provider established in Japan in 1937. With over 73,000 profession - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTFBjOVp5c2dKdmstZzc0OGNZdERoTi1pOWY2Y2Qtbnl2TnBsODBlYldpcGliSUF0bHYxYjNLTjRMVGRpWWVhbmJsUHdmUmdncXh5MVdFM1dtMHdFYm9VblhGVG4yQnVEcXgzV3BHaHVWSQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"Tokyo Gas Co., Ltd. Headquarters: 1-5-20 Kaigan, Minato-ku, Tokyo, Japan Established: October 1, 1885 Main Business: Gas busines - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE9EWlFicVFnWWRTSVZhS3NuTEliOVVFS1kwSGs3UnFBdktJRGZRS2RsbUtSakRtRDN6WEZaNnB5amxGazZabjl0Tlk2dFI3UkloVllpd1QzbXpBRUd1Z2NEZzNQQXhaVWxtN2xSVkI0cw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"About Scarecrow Corporation Scarecrow Corporation is a manufacturer engaging in the research, development, and distribution of s - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE0wM1B2Y1F3UW9HOUllSGpzZGd0ei1pRDdLdnQ1Uzl4R25PazA3S3FJUmZ3TFZKbXZFNlBLX3paNU5kQ1Exa3owcWROM0JHQk5PNzZMNlkwaUFWdWpzRmUzN2NJRHBpbjRTOTVlSEJ0Yw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"Iori Matsunaga, the first act, performed ""Full Throttle !!!!!!"" and other songs! After the opening movie announcing th - 共同通信PRワイヤー",,,,,766.9603082135183
Kyodo News PR Wire,https://news.google.com/rss/articles/CBMib0FVX3lxTE5pOE5fa0o4S0ZCQWZhMU1wNkJDOTV3bHhuMGxyeUFJWFcwZ3F4REgzNGNHcjBZV0doNmt1MVdTandhbTJhdmRUejUwangwU3R2TnBYYXI5czdENzk5RkhEeVRPOVlmNkEzSzVJb2xzWQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Japan,,,,,Kyodo News PR Wire,kyodopr_2025-10-22.csv,,"Committed to advancing health and empowering people worldwide to live life to the fullest, OMRON Healthcare is a global leader i - 共同通信PRワイヤー",,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMingFBVV95cUxPQ2huVHN2VGM3bmx4VXlNLTFzWFRhbDhTSVhWZnpwMjJyMlJTREV5YnR5RkpnZlFRUTZhWGlXc3VjNWwtVFEzcE5uQ1JfTk9MdlV1YVpWZ0xuLVFIOXJORlZaV1N6YmhsdmZxMWZsSVJpMGVQYUJhajVtR3NBYU51T3VxVUdLWkQ5ZjNLdG9fTFpZZEl1MFk5RjhyODE2UQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Top Press Release Distribution Services for Media Pickup in 2025 - India PR distribution,,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMilgFBVV95cUxOUFJ3TnZvQXkwLXlleXhCTXVGdlR3RE15em9lX0RaazZUYUgtZndSbzFjR2dTTEQwbFZGUks1RFYzV1VBbXJIWGNzQ0hxRW4xMWtpbmFsNFpjcnNwUXBMUFl6d1VmcTJhWDNOc0EyWlJ0eTYzSUdmaEloX3l0Vzk1XzFiZjBVLTBRb3d2YlJSVFVXQmVJb2c?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Why Press Release Distribution Is Worth the Investment - India PR distribution,,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMikwFBVV95cUxNNHM2NkZrd29PT0hBYWl1Wkt2ckRHT3o5aEpSdXY2VU53MkRmX3g4ajk0Q004RXhsY3prdnBzb1B0aC1ldlRhSHA5cUZfY0NQWktVOEhRTFVCSUVXMWZBVHp0YmdhdjVoczVHRzNaYVptejEyaFE2ZzktcnhGYW5aSFZFYV9tUm95WE1fdmZTM1BUWjg?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Press Release Distribution & Media Outreach Platform - India PR distribution,,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMikgFBVV95cUxNd3lKTUF3LUdKZHNYdnNHaExQYWZmcThnTmRDTHllM09seGpFMVBDRkJYYy1HS0pudVkzUTE5VWVXUFZTZ0x3bmVubnc4NnZFMmVQQUN5T1VUMVJfV3VteXl4aGFRTWtjWjJQUG0zMVQ1YkZYU2FjRm5Pa3U3X1liNktrSVROU2VKVkhsc0pXWlBoZw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Press Releases are key to unlocking Success in Crypto Market - India PR distribution,,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMiigFBVV95cUxPMXFid0lYVU5KZlphNWR5WnFYZUhqU1J4U1NuUUhVbzhEVXU5RnFnTEo1WFQyNTV5ZzBuVlBGVThWZ0tON25KaEpRbk9HY1ROLThnSlN2RWprZl9MTUVrSTJpODBmaGZ2bDBXNnlxTENPS3psQUdScDdiQ3E3S2ljYmZYT01jYnJtOXc?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Learn How to Write a Partnership Press Release for Business - India PR distribution,,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMimgFBVV95cUxNRkNoSlJfclcwajlhODl0TmhSLVRJV0FmTk01bFgtd2o5RldVYWdlWERFRGV6dGJaZUdmNnUzOGVsUkNrck9qWm5ZbkNhbVhKTlBBR2dCaFplRkdsOEw3NWJ4bGdJdm05cmxJZzd1UmNacVkxcEhfdUZveUNudG5jcEF5aDlSaDJHX1dpV095ZUFHTkRFQzhGLVJR?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Where Can I Buy Affordable Press Release Distribution Packages for Startups? - India PR distribution,,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiW0FVX3lxTFA0RTFzV09QSEs1VUVRMUtJX01WS0RXVkZpdkR4dzhSX090R2VxUXdXNm9iUnlyZzlQaHJpVU0zZHdTWXNsMXlYRGpXYmwwdkRyUW9RYkZtLUpjMzTSAWtBVV95cUxNSGdhWXpqTzVSVF8xSllWRnhLcmlrN3lFRVpwWUJ0MGhnWjV4QTFQU28zR2xObXFjR2NNZFgtYjZkaFpPRERXYWFTVTFCY0NsS0tfSUxoUkdkenBzX0FOaDdYRUM1b29SdlJYWQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,"Journalist Spotlight | Interview with Anthony Morris, Film Editor at Forte - medianet.com.au",,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMihwFBVV95cUxOOVZ4ejRMMnp3MC1JaEpkMzNKR1J6QXFxMFB1ejk5ZFVGVUxMc2ljRU85QWQ0Uzh5MzhuNWVJQTlTMjlEVjVueFF6OEZYSGU1WUpiRUZ2c1IxUVhGTVZfdktpdkJiUVJ6TmQ1MzBhb3VjbzFiVTlEN21YVVl2RHcyT0JoRG10NFnSAZcBQVVfeXFMUEkydmpVcHNnTi0xMGQ4V2VrU2d5U0hGSlpENFlFLVdtcWRxV3BacDRUNEVONnUzLUh2NzFJMkxadU5rYzZlRU9wRmJJSENncmZmXzJFWDVMQTBINDNWVktjTkttandJTWM3VkZ2eEl5ZkJ5dnJ1V1A3dnBIQ2NqNFp6YUwtWEdsLUV2VkxVYXQ2dzRKdTZ2Zw?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,"Journalist Spotlight | Interview with Emma Cranby, Editor at the Tert (UOW) - medianet.com.au",,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1TTkVySU9OVjlrRDY2eHdUYXJERFU0RUs2ZUR6Tngta25UdHRER1ZpMUR2Mk52S0hUU2lYNlFtQUd0MHViTnp0eXJlY3pjY21SVkc3TGp30gFmQVVfeXFMT3VHYmI2anJqV0ZYVFBvcjF4LTl3LVZNNGtuTnNtRkNETmdHNUhheXdUOHNaZ1VsWTVrU25XOWZBbnBTRi0wcGhwcGVuOTBGc0pKcDJxajNkR1JBdU52RmtpUFl3M1hn?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,Outlet Spotlight: Radio MAMA - medianet.com.au,,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5aeldmN3hYSmhkQmwzd1o5b2hGTk5kZ3NxWTlJX3NNZ1g4eml2NkY4eUVNcGZZblZQT093X1JHa0N4aExrVDJLOHgxQUJFX1dlbGZiRE5R0gFmQVVfeXFMTjJacmRMbGotSy15dTlxbXQzM1hBNGN0bFlIeURsY21yWE5TMjc1ZGFqSjZfMnR5bGlSbkwxQ2ZZeTJwblBuOTJHNHR1dk1ZLUZtZFc5RnB1aVQ3anJ2WVZlY1ljdGxB?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,"PR Profile | Meg Rayner, Head of Corporate Communications at GMHBA - medianet.com.au",,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5EcXJla2hwdWlRbTVWLWxURGNBV0Q1UWppVkVjcUFEUmVkUUR1bEhOWWxlaEtRYURZdUtpNV9ObFJvbFA3MzFFNTNVQnROY3lpRGRsS3NmUVVBSDZXdjE5SNIBcEFVX3lxTFBFQ2pmWXVzOU5CaTBEMlREeHdCWWttVGo1WWhDc19ZWmVxOFZPX3RJZ3ZUb1kwTTdUTy1LdnBxM3M3Nm9pSko0NHBXeGtpclBwUS1oVW8wQnJZZGtrNXhac0VCdEx2V2FZRXVRNEw1M1Q?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,"Journalist Spotlight | Interview with Freelance Journalist, Caroline Zielinski - medianet.com.au",,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMigwNBVV95cUxQOGtYMGp2VzB5SVJUWFlmZkhCZFRzcmRvdHc0ZEktQnFhMlpQQ3U2SW0wMlFIanp5YXZDck5XWFRQWW9Ub1RQZEpjOW5MeTg4d0FFc2VqTnhpNWRqTnhQY002UElDeGJhNWQtSVViUnVLZVVnN0ktMGI4RG1ESVlRS2pYM3B4V2h4OWF5T1pfWVRlMlhLTUxkQjB6OXpaMERFdUl3NTU1TFM0bkJlc1JsRU9MWlJaeE4wc3M2eThBMlplZ1FadWlNQjd4cGZLSVdtUmdYSjFYT0dhbVczdFVSSmliaWR6dFo2TkNmUW1jY0N1STNWWnlrbUF1aUt3SFJhSlRRNGx5S0hQWlY3T0dyQ0htSkxfcTUzTTNWVm1RMy0zZFdLQnloWkpjYmx6Y3AwOUFLVXdMTmQ3OGNsRU1KMEtScnhrRmZXM3pLX3lxSmRJNWR4eWxRLTlCUnlLSHJPT2dhWHEydEk3VUVOUWdFbTAwcElIQVFPUGZyUEVJUWJpeEk?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,Australian Media Landscape Report - medianet.com.au,,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiggFBVV95cUxOMVN4QVBpeElKUmdkSjYxRGY4OVllZkprNUE2dUFSUXI5S0JkVDFBb2E2SkJQRW56eFpPZzBXajVsOG1qSDB1bGJ1U2JMVHpnM3Vxc1NJdW5TMFdyS2xoa09VNUF0WVc0ZkhkdEM0RTZZOXViM2YxOTgteEpNNTUxWmpB0gGSAUFVX3lxTFA1Y3BzUlFNWlE1Tmd6dGMxREpXQVd6MFZ2OXYzWkRLejdIZ3FqMG9RNUJFU25SbElPRzdsLTZKLVQ4TzhNREt6QklaeG4wVkwwaThYWU1SQzFrV1BJejVvR05hU0RCVHhpNTV0aE9RY3Vhdk5WUFpPc3lGT2hoend6MDlUTVhreEJxVFpoOFJILUxn?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,Tips for Writing a Press Release That Gets Picked Up - medianet.com.au,,,,,766.9603082135183
Medianet,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5NcGdGVjFyZjdoWlVITExyUF9seTVDNjRWNXRWTTlQY2lNYzlscjBiQ2pORVZwLUpER29sbU5PQldlRnlxM1I1YVZGQ2NmRjkycUptMWxKcTEtQdIBakFVX3lxTE9yREhTQUhVZHp0OUdKbVB0Y3NxWG9UNGN1RDNIbm1UU2RSNllybEUtdWZTdEFZbGY3dUZBeVFQVjJPd3FQSktDSFRHdEs0YUhPNjJyVTNZenhva1ZjYVNWdDM5NndIcmlxcVE?oc=5&hl=en-PK&gl=PK&ceid=PK:en,Australia/New Zealand,,,,,Medianet,medianet_2025-10-22.csv,,"PR Profile | Alice Collins, Director of Insight Communications - medianet.com.au",,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMidkFVX3lxTE1TQlVMZUtOdEtBQzRpMkM4V2M5TTR3NFk0anlPOERkQUppZTE0TThyaHZTV1otbUg4SXpWQUJoY3N5SVZRYi1CQ3RUeUdZODVsenJrT2FIVFdFNnczRGVRR3BjYnpVeXpXUEZVaTVWakQ4RGlEWGc?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,"Comparison: Public Relations(PR), Direct marketing, Sales promotion - India PR distribution",,,,,766.9603082135183
India PR Distribution,https://news.google.com/rss/articles/CBMifkFVX3lxTFBVWlJ2NnIwOXJyWEpUdDU4OHRGa2QxNjFiV3pLYlNTelRVWUk2VTNtQ0hqTlgtM3VVVk81Y2pyRFJucUFjTmRSMzFDWXRvLTRDRzJxVG1HMXBpTXBWeE5wWkZZMlRBbmVibHkzWmlSRjhoQU1NRmJqLTVXQWx1UQ?oc=5&hl=en-PK&gl=PK&ceid=PK:en,India,,,,,India PR Distribution,indiapr_2025-10-22.csv,,Getting Press Coverage in India - India PR distribution,,,,,766.9603082135183
